Gene	EnsID	Chromosome	Start	End	band	strand
19934	OTUD3	ENSG00000169914	1	19882513	19912945	p36.13	1
33506	PLA2G2E	ENSG00000188784	1	19920009	19923617	p36.13	-1
2376	RN7SL304P	ENSG00000242688	1	19970969	19971269	p36.13	1
29667	PLA2G2A	ENSG00000188257	1	19975431	19980416	p36.13	-1
11234	PLA2G5	ENSG00000127472	1	20028179	20091190	p36.13	1
14886	PLA2G2D	ENSG00000117215	1	20111939	20119566	p36.12	-1
19131	PLA2G2F	ENSG00000158786	1	20139326	20150386	p36.12	1
7188	PLA2G2C	ENSG00000187980	1	20161253	20177424	p36.12	-1
7844	UBXN10-AS1	ENSG00000225986	1	20184242	20186486	p36.12	-1
7340	UBXN10	ENSG00000162543	1	20186085	20196048	p36.12	1
19128	VWA5B1	ENSG00000158816	1	20290919	20354894	p36.12	1
33197	LINC01141	ENSG00000236963	1	20360579	20431234	p36.12	-1
123	CAMK2N1	ENSG00000162545	1	20482391	20486220	p36.12	-1
12074	MUL1	ENSG00000090432	1	20499448	20508161	p36.12	-1
12293	RPS4XP4	ENSG00000215520	1	20525989	20526751	p36.12	1
24281	FAM43B	ENSG00000183114	1	20552439	20555010	p36.12	1
8130	CDA	ENSG00000158825	1	20588948	20618908	p36.12	1
11371	PINK1	ENSG00000158828	1	20633455	20651511	p36.12	1
2322	MIR6084	ENSG00000273695	1	20633679	20633788	p36.12	1
8794	PINK1-AS	ENSG00000117242	1	20642657	20652193	p36.12	-1
8821	DDOST	ENSG00000244038	1	20651767	20661544	p36.12	-1
12520	KIF17	ENSG00000117245	1	20664014	20718017	p36.12	-1
6602	SH2D5	ENSG00000189410	1	20719732	20732837	p36.12	-1
32851	HP1BP3	ENSG00000127483	1	20742661	20787323	p36.12	-1
6253	EIF4G3	ENSG00000075151	1	20806292	21176888	p36.12	-1
2691	RNU7-200P	ENSG00000251914	1	20841241	20841302	p36.12	1
3870	MIR1256	ENSG00000221808	1	20988314	20988432	p36.12	-1
11450	RPS15AP6	ENSG00000233072	1	21003550	21003934	p36.12	-1
11252	HSPE1P27	ENSG00000235112	1	21161475	21162081	p36.12	1
8194	ECE1	ENSG00000117298	1	21217247	21345504	p36.12	-1
33557	PPP1R11P1	ENSG00000236216	1	21397987	21398362	p36.12	1
34178	NBPF2P	ENSG00000227001	1	21424625	21427967	p36.12	-1
6885	HS6ST1P1	ENSG00000187952	1	21428303	21429536	p36.12	1
6886	CROCCP5	ENSG00000186543	1	21434318	21437558	p36.12	1
34283	NBPF3	ENSG00000142794	1	21440128	21485005	p36.12	1
34301	PFN1P10	ENSG00000176378	1	21459756	21460082	p36.12	-1
26440	ALPL	ENSG00000162551	1	21509372	21578412	p36.12	1
17279	RAP1GAP	ENSG00000076864	1	21596215	21669363	p36.12	-1
24803	USP48	ENSG00000090686	1	21678298	21783606	p36.12	-1
17020	LDLRAD2	ENSG00000187942	1	21812265	21825221	p36.12	1
17050	HSPG2	ENSG00000142798	1	21822245	21937297	p36.12	-1
20104	CELA3B	ENSG00000219073	1	21977021	21998642	p36.12	1
5425	RN7SL386P	ENSG00000273610	1	21987481	21987777	p36.12	1
2423	RNU6-1022P	ENSG00000201919	1	21987816	21987919	p36.12	1
23631	CELA3A	ENSG00000142789	1	22001656	22012539	p36.12	1
2965	RN7SL186P	ENSG00000278124	1	22010650	22010946	p36.12	1
2147	RNU6-776P	ENSG00000201273	1	22010985	22011088	p36.12	1
153	LINC00339	ENSG00000218510	1	22025188	22031223	p36.12	1
8496	CDC42	ENSG00000070831	1	22052627	22092946	p36.12	1
8135	CDC42-IT1	ENSG00000230068	1	22059197	22064199	p36.12	1
23665	WNT4	ENSG00000162552	1	22117305	22143969	p36.12	-1
3731	MIR4418	ENSG00000266564	1	22266239	22266300	p36.12	1
32004	ZBTB40	ENSG00000184677	1	22451851	22531157	p36.12	1
32001	ZBTB40-IT1	ENSG00000237200	1	22517474	22519708	p36.12	1
33204	EPHA8	ENSG00000070886	1	22563564	22603594	p36.12	1
17883	C1QA	ENSG00000173372	1	22636506	22639608	p36.12	1
26706	C1QC	ENSG00000159189	1	22643630	22648110	p36.12	1
32549	C1QB	ENSG00000173369	1	22652762	22661538	p36.12	1
20144	EPHB2	ENSG00000133216	1	22710839	22921500	p36.12	1
3641	MIR4684	ENSG00000265422	1	22719517	22719598	p36.12	1
1551	MIR4253	ENSG00000264014	1	22863159	22863226	p36.12	-1
23807	LACTBL1	ENSG00000215906	1	22953043	22965338	p36.12	-1
25779	C1orf234	ENSG00000227868	1	23010834	23015850	p36.12	-1
12116	KDM1A	ENSG00000004487	1	23019448	23083689	p36.12	1
2137	MIR3115	ENSG00000263793	1	23044305	23044372	p36.12	1
3667	MIR4419A	ENSG00000266802	1	23057858	23057934	p36.12	-1
13222	LUZP1	ENSG00000169641	1	23084023	23177808	p36.12	-1
4353	RNU6-514P	ENSG00000206935	1	23162704	23162810	p36.12	1
4684	RNU6-135P	ENSG00000252578	1	23163953	23164053	p36.12	1
26265	HTR1D	ENSG00000179546	1	23191895	23194729	p36.12	-1
31063	LINC01355	ENSG00000261326	1	23281309	23286752	p36.12	-1
24267	HNRNPR	ENSG00000125944	1	23303771	23344336	p36.12	-1
5896	ZNF436	ENSG00000125945	1	23359448	23369442	p36.12	-1
5160	ZNF436-AS1	ENSG00000249087	1	23368997	23371839	p36.12	1
32386	TCEA3	ENSG00000204219	1	23381061	23424740	p36.12	-1
26269	ASAP3	ENSG00000088280	1	23428563	23484568	p36.12	-1
24998	E2F2	ENSG00000007968	1	23506430	23531220	p36.12	-1
20496	ID3	ENSG00000117318	1	23557918	23559794	p36.12	-1
29370	MDS2	ENSG00000197880	1	23581495	23640568	p36.12	1
31720	RPL11	ENSG00000142676	1	23691779	23696425	p36.11	1
33991	TCEB3	ENSG00000011007	1	23743155	23762059	p36.11	1
33983	TCEB3-AS1	ENSG00000236810	1	23760382	23778287	p36.11	-1
15929	PITHD1	ENSG00000057757	1	23778405	23788232	p36.11	1
11671	LYPLA2	ENSG00000011009	1	23790970	23795539	p36.11	1
25617	GALE	ENSG00000117308	1	23795599	23800804	p36.11	-1
10238	HMGCL	ENSG00000117305	1	23801885	23838620	p36.11	-1
25838	FUCA1	ENSG00000179163	1	23845077	23868294	p36.11	-1
7151	CNR2	ENSG00000188822	1	23870526	23913362	p36.11	-1
7158	BTBD6P1	ENSG00000229106	1	23901471	23902737	p36.11	-1
3050	MIR378F	ENSG00000264926	1	23929070	23929147	p36.11	1
26753	PNRC2	ENSG00000189266	1	23959109	23963462	p36.11	1
29654	SRSF10	ENSG00000188529	1	23964804	23980927	p36.11	-1
9085	MYOM3	ENSG00000142661	1	24056035	24112175	p36.11	-1
13533	IL22RA1	ENSG00000142677	1	24119771	24143121	p36.11	-1
14044	IFNLR1	ENSG00000185436	1	24154157	24187959	p36.11	-1
10754	GRHL3	ENSG00000158055	1	24319322	24364482	p36.11	1
9993	STPG1	ENSG00000001460	1	24356999	24416934	p36.11	-1
8994	NIPAL3	ENSG00000001461	1	24415794	24472976	p36.11	1
10044	RCAN3	ENSG00000117602	1	24502351	24541040	p36.11	1
26057	NCMAP	ENSG00000184454	1	24556111	24609328	p36.11	1
22931	SRRM1	ENSG00000133226	1	24631716	24673267	p36.11	1
9545	CLIC4	ENSG00000169504	1	24745357	24844324	p36.11	1
3230	RNU6-1208P	ENSG00000238482	1	24777873	24777979	p36.11	-1
31541	RUNX3	ENSG00000020633	1	24899511	24965121	p36.11	-1
4564	MIR6731	ENSG00000278034	1	24919345	24919416	p36.11	-1
5085	MIR4425	ENSG00000264371	1	25023503	25023586	p36.11	1
33105	SYF2	ENSG00000117614	1	25222679	25232502	p36.11	-1
33078	RSRP1	ENSG00000117616	1	25242237	25338213	p36.11	-1
33325	RHD	ENSG00000187010	1	25272393	25330445	p36.11	1
33071	SDHDP6	ENSG00000224183	1	25294164	25294643	p36.11	-1
11927	TMEM50A	ENSG00000183726	1	25337917	25362361	p36.11	1
13946	RHCE	ENSG00000188672	1	25362249	25430192	p36.11	-1
29176	TMEM57	ENSG00000204178	1	25430858	25500209	p36.11	1
26286	LDLRAP1	ENSG00000157978	1	25543580	25568886	p36.11	1
32338	MAN1C1	ENSG00000117643	1	25617468	25786207	p36.11	1
24155	SEPN1	ENSG00000162430	1	25800176	25818224	p36.11	1
19559	MTFR1L	ENSG00000117640	1	25818640	25832942	p36.11	1
24417	AUNIP	ENSG00000127423	1	25831913	25859458	p36.11	-1
32959	PAQR7	ENSG00000182749	1	25861210	25871253	p36.11	-1
8593	STMN1	ENSG00000117632	1	25884181	25906991	p36.11	-1
10801	SNRPFP2	ENSG00000229786	1	25887360	25887610	p36.11	1
1583	MIR3917	ENSG00000264021	1	25906362	25906454	p36.11	-1
33637	PAFAH2	ENSG00000158006	1	25959767	25998157	p36.11	-1
14505	RNU6-110P	ENSG00000207237	1	25964197	25964300	p36.11	1
15608	EXTL1	ENSG00000158008	1	26019884	26036464	p36.11	1
25695	SLC30A2	ENSG00000158014	1	26037252	26046133	p36.11	-1
12091	TRIM63	ENSG00000158022	1	26051304	26068436	p36.11	-1
15697	PDIK1L	ENSG00000175087	1	26111165	26125543	p36.11	1
23177	FAM110D	ENSG00000197245	1	26159020	26162628	p36.11	1
23263	ZNF593	ENSG00000142684	1	26169871	26172060	p36.11	1
31692	CNKSR1	ENSG00000142675	1	26177403	26189886	p36.11	1
25141	CATSPER4	ENSG00000188782	1	26190561	26202968	p36.11	1
20917	CEP85	ENSG00000130695	1	26234153	26279038	p36.11	1
12130	SH3BGRL3	ENSG00000142669	1	26279176	26281522	p36.11	1
7350	UBXN11	ENSG00000158062	1	26281328	26318363	p36.11	-1
6893	CD52	ENSG00000169442	1	26317957	26320523	p36.11	1
22485	AIM1L	ENSG00000176092	1	26321859	26354130	p36.11	-1
14075	ZNF683	ENSG00000176083	1	26361634	26374522	p36.11	-1
24785	LIN28A	ENSG00000131914	1	26410778	26429722	p36.11	1
11699	DHDDS	ENSG00000117682	1	26432282	26471294	p36.11	1
10122	HMGN2	ENSG00000198830	1	26472450	26475972	p36.11	1
22556	DPPA2P2	ENSG00000224129	1	26519354	26520250	p36.11	-1
22976	RPS6KA1	ENSG00000117676	1	26529761	26575030	p36.11	1
3007	MIR1976	ENSG00000238705	1	26554542	26554593	p36.11	1
3208	RN7SL679P	ENSG00000243905	1	26593243	26593546	p36.11	-1
3152	RNU7-29P	ENSG00000252429	1	26602369	26602432	p36.11	-1
15300	ARID1A	ENSG00000117713	1	26696033	26782104	p36.11	1
17037	PIGV	ENSG00000060642	1	26787472	26798398	p36.11	1
1250	RN7SL165P	ENSG00000241188	1	26814822	26815112	p36.11	1
6793	ZDHHC18	ENSG00000204160	1	26826710	26857602	p36.11	1
22823	SFN	ENSG00000175793	1	26863138	26864457	p36.11	1
25108	GPN2	ENSG00000142751	1	26876133	26890297	p36.11	-1
405	GPATCH3	ENSG00000198746	1	26890488	26900466	p36.11	-1
3325	NUDC	ENSG00000090273	1	26900238	26946862	p36.11	1
6762	NR0B2	ENSG00000131910	1	26911489	26913966	p36.11	-1
19087	KDF1	ENSG00000175707	1	26949562	26960406	p36.11	-1
21817	OSTCP2	ENSG00000225294	1	26985897	26986340	p36.11	-1
22023	TRNP1	ENSG00000253368	1	26993707	27000898	p36.11	1
25411	FAM46B	ENSG00000158246	1	27005020	27012836	p36.11	-1
8002	SLC9A1	ENSG00000090020	1	27098815	27166981	p36.11	-1
11777	CHCHD3P3	ENSG00000214973	1	27200834	27201473	p36.11	-1
11822	NPM1P39	ENSG00000225159	1	27206930	27207796	p36.11	1
12127	SNRPEP7	ENSG00000225990	1	27211265	27211484	p36.11	1
16376	WDTC1	ENSG00000142784	1	27234516	27308633	p36.11	1
33938	TMEM222	ENSG00000186501	1	27322145	27336400	p36.11	1
4846	RNU6-48P	ENSG00000206888	1	27325219	27325325	p36.11	1
10236	ACTG1P20	ENSG00000241547	1	27325329	27325796	p36.11	1
10125	SYTL1	ENSG00000142765	1	27342020	27353937	p36.11	1
15028	MAP3K6	ENSG00000142733	1	27355184	27366892	p36.11	-1
130	FCN3	ENSG00000142748	1	27369112	27374824	p36.11	-1
22203	CD164L2	ENSG00000174950	1	27379176	27383380	p36.11	-1
26165	GPR3	ENSG00000181773	1	27392644	27395814	p36.11	1
31180	WASF2	ENSG00000158195	1	27404226	27490158	p36.11	-1
25627	AHDC1	ENSG00000126705	1	27534035	27604431	p35.3	-1
19820	FGR	ENSG00000000938	1	27612064	27635277	p35.3	-1
29400	IFI6	ENSG00000126709	1	27666061	27672218	p35.3	-1
5939	RNU6-949P	ENSG00000206767	1	27675603	27675709	p35.3	-1
29384	CHMP1AP1	ENSG00000226662	1	27686810	27687471	p35.3	-1
1137	RNU6-424P	ENSG00000207095	1	27693731	27693835	p35.3	1
11549	FAM76A	ENSG00000009780	1	27725979	27763122	p35.3	1
15926	RPEP3	ENSG00000230833	1	27739954	27740629	p35.3	1
17973	STX12	ENSG00000117758	1	27773183	27824452	p35.3	1
14551	RNU6-1245P	ENSG00000223062	1	27824538	27824643	p35.3	1
31633	PPP1R8	ENSG00000117751	1	27830778	27851676	p35.3	1
1689	SCARNA1	ENSG00000252947	1	27834401	27834566	p35.3	1
27415	THEMIS2	ENSG00000130775	1	27872543	27886685	p35.3	1
7599	RPA2	ENSG00000117748	1	27891524	27914746	p35.3	-1
13122	SMPDL3B	ENSG00000130768	1	27934993	27959157	p35.3	1
14129	XKR8	ENSG00000158156	1	27959462	27968096	p35.3	1
32244	EYA3	ENSG00000158161	1	27970344	28088696	p35.3	-1
3936	RN7SL559P	ENSG00000240750	1	28031884	28032180	p35.3	-1
31872	SPCS2P4	ENSG00000228589	1	28095742	28096422	p35.3	-1
3499	RNU6-176P	ENSG00000253005	1	28142737	28142841	p35.3	-1
16674	PTAFR	ENSG00000169403	1	28147166	28193936	p35.3	-1
29707	DNAJC8	ENSG00000126698	1	28199456	28233025	p35.3	-1
12820	ATPIF1	ENSG00000130770	1	28236109	28246906	p35.3	1
6263	SESN2	ENSG00000130766	1	28259527	28282491	p35.3	1
14425	MED18	ENSG00000130772	1	28329002	28335967	p35.3	1
20913	PHACTR4	ENSG00000204138	1	28369603	28500369	p35.3	1
3760	RNU6ATAC27P	ENSG00000221216	1	28481362	28481480	p35.3	1
33242	RCC1	ENSG00000180198	1	28505943	28539300	p35.3	1
11135	SNHG3	ENSG00000242125	1	28505980	28510892	p35.3	1
1292	SNORA73A	ENSG00000274266	1	28507366	28507571	p35.3	1
3254	SNORA73B	ENSG00000200087	1	28508559	28508762	p35.3	1
11132	PRDX3P2	ENSG00000231468	1	28526318	28527227	p35.3	-1
5493	TRNAU1AP	ENSG00000180098	1	28553085	28578545	p35.3	1
26210	SNHG12	ENSG00000197989	1	28578538	28582983	p35.3	-1
5013	SNORD99	ENSG00000221539	1	28578749	28578822	p35.3	-1
613	SNORA61	ENSG00000278274	1	28579764	28579893	p35.3	-1
463	SNORA44	ENSG00000273544	1	28580381	28580512	p35.3	-1
4481	SNORA16A	ENSG00000274582	1	28580920	28581056	p35.3	-1
6121	SNORA16A	ENSG00000280498	1	28580920	28581054	p35.3	-1
6694	TAF12	ENSG00000120656	1	28589323	28643085	p35.3	-1
7388	RAB42	ENSG00000188060	1	28592200	28595443	p35.3	1
1246	RNU11	ENSG00000274978	1	28648600	28648733	p35.3	1
10217	GMEB1	ENSG00000162419	1	28668732	28719353	p35.3	1
15026	YTHDF2	ENSG00000198492	1	28736621	28769775	p35.3	1
9338	OPRD1	ENSG00000116329	1	28812142	28871267	p35.3	1
8747	EPB41	ENSG00000159023	1	28887091	29120046	p35.3	1
8369	TMEM200B	ENSG00000253304	1	29119428	29123935	p35.3	-1
15996	SRSF4	ENSG00000116350	1	29147743	29181987	p35.3	-1
33238	MECR	ENSG00000116353	1	29192873	29230942	p35.3	-1
17937	PTPRU	ENSG00000060656	1	29236516	29326813	p35.3	1
22182	MATN1	ENSG00000162510	1	30711277	30723587	p35.2	-1
22199	MATN1-AS1	ENSG00000186056	1	30718504	30726827	p35.2	1
29757	LAPTM5	ENSG00000162511	1	30732469	30757820	p35.2	-1
2169	MIR4420	ENSG00000264773	1	30739156	30739232	p35.2	-1
4891	RN7SKP91	ENSG00000222784	1	30843823	30844110	p35.2	1
14306	SDC3	ENSG00000162512	1	30869467	30908761	p35.2	-1
6069	RN7SL371P	ENSG00000266210	1	30918469	30918735	p35.2	-1
25446	PUM1	ENSG00000134644	1	30931506	31065991	p35.2	-1
26257	SEPW1P	ENSG00000215900	1	31094987	31095558	p35.2	-1
14778	NKAIN1	ENSG00000084628	1	31179745	31239554	p35.2	-1
31594	SNRNP40	ENSG00000060688	1	31259568	31296782	p35.2	-1
28750	ZCCHC17	ENSG00000121766	1	31296982	31364953	p35.2	1
11527	FABP3	ENSG00000121769	1	31365625	31376850	p35.2	-1
7382	SERINC2	ENSG00000168528	1	31409565	31434680	p35.2	1
358	RNU6-40P	ENSG00000206981	1	31497577	31497683	p35.2	-1
16548	LINC01225	ENSG00000260386	1	31500085	31540885	p35.2	1
17063	LINC01226	ENSG00000223907	1	31518435	31524245	p35.2	1
27113	TINAGL1	ENSG00000142910	1	31576485	31587686	p35.2	1
27073	HCRTR1	ENSG00000121764	1	31617686	31632518	p35.2	1
26788	PEF1	ENSG00000162517	1	31629862	31644896	p35.2	-1
21569	COL16A1	ENSG00000084636	1	31652247	31704319	p35.2	-1
16686	ADGRB2	ENSG00000121753	1	31727117	31764893	p35.2	-1
4000	MIR4254	ENSG00000266580	1	31758660	31758735	p35.2	-1
11009	SPOCD1	ENSG00000134668	1	31790422	31816051	p35.2	-1
22585	PTP4A2	ENSG00000184007	1	31906421	31944856	p35.2	-1
27383	KHDRBS1	ENSG00000121774	1	32013829	32060850	p35.2	1
282	TMEM39B	ENSG00000121775	1	32072031	32102866	p35.2	1
4257	MIR5585	ENSG00000266203	1	32086949	32087007	p35.2	1
16097	KPNA6	ENSG00000025800	1	32108038	32176568	p35.2	1
22509	TXLNA	ENSG00000084652	1	32179686	32198285	p35.2	1
31020	CCDC28B	ENSG00000160050	1	32200386	32205387	p35.2	1
31479	IQCC	ENSG00000160051	1	32205661	32208687	p35.2	1
9016	DCDC2B	ENSG00000222046	1	32209094	32216196	p35.2	1
247	TMEM234	ENSG00000160055	1	32214472	32222359	p35.2	-1
9598	EIF3I	ENSG00000084623	1	32221928	32231604	p35.2	1
14786	MTMR9LP	ENSG00000220785	1	32231658	32241620	p35.2	-1
16515	FAM167B	ENSG00000183615	1	32247233	32248856	p35.2	1
8422	LCK	ENSG00000182866	1	32251239	32286165	p35.2	1
27380	HDAC1	ENSG00000116478	1	32292086	32333635	p35.2	1
23579	MARCKSL1	ENSG00000175130	1	32333832	32336379	p35.1	-1
26799	TSSK3	ENSG00000162526	1	32351521	32364312	p35.1	1
27303	FAM229A	ENSG00000225828	1	32361270	32364278	p35.1	-1
22696	BSDC1	ENSG00000160058	1	32365103	32394731	p35.1	-1
21093	GAPDHP20	ENSG00000224333	1	32402109	32403115	p35.1	-1
26894	LRRC37A12P	ENSG00000229259	1	32423214	32426789	p35.1	-1
5994	RN7SL122P	ENSG00000263529	1	32457835	32458135	p35.1	1
27410	ZBTB8B	ENSG00000273274	1	32465069	32496686	p35.1	1
7251	ZBTB8A	ENSG00000160062	1	32539427	32605939	p35.1	1
27476	ZBTB8OS	ENSG00000176261	1	32600172	32650903	p35.1	-1
7555	RBBP4	ENSG00000162521	1	32651142	32686211	p35.1	1
11457	SYNC	ENSG00000162520	1	32680360	32703596	p35.1	-1
23172	KIAA1522	ENSG00000162522	1	32741885	32774970	p35.1	1
15440	YARS	ENSG00000134684	1	32775237	32818153	p35.1	-1
16972	S100PBP	ENSG00000116497	1	32816767	32858879	p35.1	1
22131	FNDC5	ENSG00000160097	1	32862268	32872482	p35.1	-1
26977	HPCA	ENSG00000121905	1	32885994	32898441	p35.1	1
26318	TMEM54	ENSG00000121900	1	32894594	32901438	p35.1	-1
26483	RNF19B	ENSG00000116514	1	32936445	32964685	p35.1	-1
11718	AK2	ENSG00000004455	1	33007940	33080996	p35.1	-1
6539	AZIN2	ENSG00000142920	1	33081104	33120530	p35.1	1
15099	TRIM62	ENSG00000116525	1	33145402	33182059	p35.1	-1
23234	ZNF362	ENSG00000160094	1	33256545	33300719	p35.1	1
8337	A3GALT2	ENSG00000184389	1	33306766	33321098	p35.1	-1
219	PHC2	ENSG00000134686	1	33323623	33431052	p35.1	-1
4458	RN7SKP16	ENSG00000222112	1	33336566	33336864	p35.1	-1
28639	TLR12P	ENSG00000234512	1	33466249	33468954	p35.1	1
28669	ZSCAN20	ENSG00000121903	1	33472645	33496507	p35.1	1
25473	CSMD2	ENSG00000121904	1	33513999	34165842	p35.1	-1
25245	HSPD1P14	ENSG00000227000	1	33838523	33840140	p35.1	1
29069	HMGB4	ENSG00000176256	1	33860475	33864791	p35.1	1
29083	CSMD2-AS1	ENSG00000231163	1	33868953	33885458	p35.1	1
5514	RNA5SP42	ENSG00000201148	1	34112949	34113063	p35.1	1
14990	C1orf94	ENSG00000142698	1	34166883	34219131	p35.1	1
2391	MIR552	ENSG00000207941	1	34669599	34669694	p34.3	-1
26359	SMIM12	ENSG00000163866	1	34712737	34859816	p34.3	-1
26841	GJB5	ENSG00000189280	1	34755047	34758512	p34.3	1
26538	GJB4	ENSG00000189433	1	34759741	34763724	p34.3	1
26897	GJB3	ENSG00000188910	1	34781189	34786369	p34.3	1
26696	GJA4	ENSG00000187513	1	34792998	34795747	p34.3	1
26866	DLGAP3	ENSG00000116544	1	34865436	34929585	p34.3	-1
9963	ZMYM6NB	ENSG00000243749	1	34981535	34985353	p34.3	-1
9401	ZMYM6	ENSG00000163867	1	34986165	35031968	p34.3	-1
11043	ZMYM1	ENSG00000197056	1	35059786	35115859	p34.3	1
23609	EFCAB14P1	ENSG00000228348	1	35122022	35122484	p34.3	1
27893	SFPQ	ENSG00000116560	1	35176378	35193148	p34.3	-1
12860	ZMYM4	ENSG00000146463	1	35268967	35422058	p34.3	1
2256	RN7SL503P	ENSG00000240374	1	35292196	35292498	p34.3	-1
14081	RPL5P4	ENSG00000229994	1	35350722	35351607	p34.3	1
12830	ZMYM4-AS1	ENSG00000227409	1	35358822	35366077	p34.3	-1
13899	KIAA0319L	ENSG00000142687	1	35433490	35557950	p34.3	-1
20654	NCDN	ENSG00000020129	1	35557473	35567274	p34.3	1
17585	TFAP2E	ENSG00000116819	1	35573370	35595328	p34.3	1
21004	PSMB2	ENSG00000126067	1	35599544	35641844	p34.3	-1
23011	C1orf216	ENSG00000142686	1	35713875	35719472	p34.3	-1
31444	CLSPN	ENSG00000092853	1	35720218	35769967	p34.3	-1
26315	AGO4	ENSG00000134698	1	35808172	35857890	p34.3	1
8263	AGO1	ENSG00000092847	1	35869808	35929610	p34.3	1
13789	AGO3	ENSG00000126070	1	35930718	36072500	p34.3	1
21289	TEKT2	ENSG00000092850	1	36084075	36088275	p34.3	1
12079	ADPRHL2	ENSG00000116863	1	36088875	36093932	p34.3	1
12802	COL8A2	ENSG00000171812	1	36095236	36125220	p34.3	-1
23383	TRAPPC3	ENSG00000054116	1	36136570	36156053	p34.3	-1
24526	MAP7D1	ENSG00000116871	1	36155579	36180849	p34.3	1
1417	RN7SL131P	ENSG00000264592	1	36191915	36192170	p34.3	1
12946	THRAP3	ENSG00000054118	1	36224416	36305357	p34.3	1
12939	UBE2V2P4	ENSG00000231849	1	36241898	36242156	p34.3	-1
23678	SH3D21	ENSG00000214193	1	36306387	36324886	p34.3	1
23603	EVA1B	ENSG00000142694	1	36322031	36324154	p34.3	-1
26795	STK40	ENSG00000196182	1	36339624	36385896	p34.3	-1
27944	LSM10	ENSG00000181817	1	36391238	36397892	p34.3	-1
4890	RNU4-27P	ENSG00000222821	1	36402721	36402859	p34.3	-1
28484	OSCP1	ENSG00000116885	1	36415827	36450451	p34.3	-1
13400	MRPS15	ENSG00000116898	1	36455718	36464437	p34.3	-1
15380	CSF3R	ENSG00000119535	1	36466043	36483278	p34.3	-1
29774	FTLP18	ENSG00000230214	1	36630335	36630857	p34.3	1
24617	GRIK3	ENSG00000163873	1	36795527	37034129	p34.3	-1
5215	MIR4255	ENSG00000264698	1	37161563	37161634	p34.3	1
2460	RNU6-636P	ENSG00000207328	1	37203610	37203716	p34.3	1
5190	RNA5SP43	ENSG00000252368	1	37264677	37264786	p34.3	-1
27393	RPS29P6	ENSG00000230451	1	37330852	37330996	p34.3	1
7660	LINC01137	ENSG00000233621	1	37454879	37474411	p34.3	-1
7693	ZC3H12A	ENSG00000163874	1	37474552	37484379	p34.3	1
2934	MIR6732	ENSG00000278228	1	37480230	37480289	p34.3	1
13860	MEAF6	ENSG00000163875	1	37492575	37514774	p34.3	-1
5983	MIR5581	ENSG00000263675	1	37500935	37500994	p34.3	-1
29918	SNIP1	ENSG00000163877	1	37534449	37554302	p34.3	-1
29916	FTH1P1	ENSG00000232273	1	37544763	37545294	p34.3	1
30520	DNALI1	ENSG00000163879	1	37556919	37566857	p34.3	1
30579	GNL2	ENSG00000134697	1	37566816	37595935	p34.3	-1
33207	RSPO1	ENSG00000169218	1	37611350	37634923	p34.3	-1
11004	C1orf109	ENSG00000116922	1	37681570	37692249	p34.3	-1
30303	CDCA8	ENSG00000134690	1	37692418	37709719	p34.3	1
17830	EPHA10	ENSG00000183317	1	37713880	37765133	p34.3	-1
31005	ACTN4P2	ENSG00000214141	1	37776670	37779418	p34.3	1
11875	MANEAL	ENSG00000185090	1	37793802	37801137	p34.3	1
32916	YRDC	ENSG00000196449	1	37802944	37808185	p34.3	-1
32842	C1orf122	ENSG00000197982	1	37806979	37809454	p34.3	1
5976	MTF1	ENSG00000188786	1	37809567	37859620	p34.3	-1
8346	INPP5B	ENSG00000204084	1	37860697	37947057	p34.3	-1
4747	RNU6-584P	ENSG00000222282	1	37885023	37885117	p34.3	1
11760	SF3A3	ENSG00000183431	1	37956975	37990921	p34.3	-1
6007	RNU6-510P	ENSG00000212541	1	37991462	37991569	p34.3	1
20061	FHL3	ENSG00000183386	1	37996770	38005606	p34.3	-1
30255	UTP11L	ENSG00000183520	1	38009258	38024824	p34.3	1
10732	POU3F1	ENSG00000185668	1	38043827	38046794	p34.3	-1
3575	MIR3659	ENSG00000265596	1	38089231	38089329	p34.3	1
13886	LINC01343	ENSG00000237290	1	38209034	38214767	p34.3	-1
888	RNU6-753P	ENSG00000200796	1	38396659	38396765	p34.3	1
18940	RRAGC	ENSG00000116954	1	38838198	38859823	p34.3	-1
18138	MYCBP	ENSG00000214114	1	38862964	38874105	p34.3	-1
18874	GJA9	ENSG00000131233	1	38874451	38881587	p34.3	-1
18127	RHBDL2	ENSG00000158315	1	38885807	38941799	p34.3	-1
2046	RNU6-605P	ENSG00000199963	1	38926870	38926977	p34.3	1
25700	EIF1P2	ENSG00000235549	1	38958275	38958925	p34.3	-1
8249	AKIRIN1	ENSG00000174574	1	38991223	39006059	p34.3	1
25982	NDUFS5	ENSG00000168653	1	39026318	39034636	p34.3	1
11134	MACF1	ENSG00000127603	1	39081316	39487177	p34.3	1
3964	RNU6-608P	ENSG00000206654	1	39120940	39121043	p34.3	-1
3920	RNA5SP44	ENSG00000222378	1	39154164	39154296	p34.3	-1
9492	HSPE1P8	ENSG00000217897	1	39304294	39304898	p34.3	-1
15628	BMP8A	ENSG00000183682	1	39491646	39525935	p34.3	1
15633	OXCT2P1	ENSG00000237624	1	39514956	39516490	p34.3	1
15573	PPIEL	ENSG00000243970	1	39531838	39558707	p34.3	-1
30793	PABPC4	ENSG00000090621	1	39560816	39576790	p34.3	-1
754	SNORA55	ENSG00000201457	1	39567374	39567508	p34.3	-1
